,date,gender,births
3639,1973-10-02,M,4882
3640,1973-10-03,F,4387
3641,1973-10-03,M,4682
3642,1973-10-04,F,4471
3643,1973-10-04,M,4478
3644,1973-10-05,F,4400
3645,1973-10-05,M,4847
3646,1973-10-06,F,3997
3647,1973-10-06,M,4177
3648,1973-10-07,F,3686
3649,1973-10-07,M,3930
3650,1973-10-08,F,4488
3651,1973-10-08,M,4568
3652,1973-10-09,F,4553
3653,1973-10-09,M,4756
3654,1973-10-10,F,4428
3655,1973-10-10,M,4699
3656,1973-10-11,F,4342
3657,1973-10-11,M,4480
3658,1973-10-12,F,4431
3659,1973-10-12,M,4497
3660,1973-10-13,F,3776
3661,1973-10-13,M,4152
3662,1973-10-14,F,3585
3663,1973-10-14,M,3858
3664,1973-10-15,F,4235
3665,1973-10-15,M,4588
3666,1973-10-16,F,4377
3667,1973-10-16,M,4728
3668,1973-10-17,F,4224
3669,1973-10-17,M,4490
3670,1973-10-18,F,4154
3671,1973-10-18,M,4548
3672,1973-10-19,F,4249
3673,1973-10-19,M,4604
3674,1973-10-20,F,3739
3675,1973-10-20,M,3898
3676,1973-10-21,F,3457
3677,1973-10-21,M,3589
3678,1973-10-22,F,4176
3679,1973-10-22,M,4254
3680,1973-10-23,F,4498
3681,1973-10-23,M,4757
3682,1973-10-24,F,4382
3683,1973-10-24,M,4423
3684,1973-10-25,F,4173
3685,1973-10-25,M,4334
3686,1973-10-26,F,4326
3687,1973-10-26,M,4427
3688,1973-10-27,F,3754
3689,1973-10-27,M,3992
3690,1973-10-28,F,3593
3691,1973-10-28,M,3781
3692,1973-10-29,F,4077
3693,1973-10-29,M,4487
3694,1973-10-30,F,4219
3695,1973-10-30,M,4509
3696,1973-10-31,F,4161
3697,1973-10-31,M,4534
3700,1973-11-01,F,4297
3701,1973-11-01,M,4466
3702,1973-11-02,F,4195
3703,1973-11-02,M,4564
3704,1973-11-03,F,3736
3705,1973-11-03,M,4005
3706,1973-11-04,F,3535
3707,1973-11-04,M,3710
3708,1973-11-05,F,4143
3709,1973-11-05,M,4569
3710,1973-11-06,F,4197
3711,1973-11-06,M,4411
3712,1973-11-07,F,4186
3713,1973-11-07,M,4530
3714,1973-11-08,F,4249
3715,1973-11-08,M,4397
3716,1973-11-09,F,4365
3717,1973-11-09,M,4632
3718,1973-11-10,F,3778
3719,1973-11-10,M,4081
3720,1973-11-11,F,3580
3721,1973-11-11,M,3840
3722,1973-11-12,F,4314
3723,1973-11-12,M,4370
3724,1973-11-13,F,4364
3725,1973-11-13,M,4785
3726,1973-11-14,F,4393
3727,1973-11-14,M,4446
3728,1973-11-15,F,4259
3729,1973-11-15,M,4462
3730,1973-11-16,F,4453
3731,1973-11-16,M,4686
3732,1973-11-17,F,3856
3733,1973-11-17,M,4021
3734,1973-11-18,F,3679
3735,1973-11-18,M,3741
3736,1973-11-19,F,4353
3737,1973-11-19,M,4522
3738,1973-11-20,F,4430
3739,1973-11-20,M,4969
3740,1973-11-21,F,4140
3741,1973-11-21,M,4456
3742,1973-11-22,F,3452
3743,1973-11-22,M,3597
3744,1973-11-23,F,4055
3745,1973-11-23,M,4187
3746,1973-11-24,F,3740
3747,1973-11-24,M,4020
3748,1973-11-25,F,3621
3749,1973-11-25,M,3758
3750,1973-11-26,F,4426
3751,1973-11-26,M,4626
3752,1973-11-27,F,4497
3753,1973-11-27,M,4848
3754,1973-11-28,F,4178
3755,1973-11-28,M,4414
3756,1973-11-29,F,4124
3757,1973-11-29,M,4428
3758,1973-11-30,F,4186
3759,1973-11-30,M,4404
3763,1973-12-01,F,3704
3764,1973-12-01,M,3963
3765,1973-12-02,F,3570
3766,1973-12-02,M,3742
3767,1973-12-03,F,4264
3768,1973-12-03,M,4475
3769,1973-12-04,F,4395
3770,1973-12-04,M,4709
3771,1973-12-05,F,4254
3772,1973-12-05,M,4545
3773,1973-12-06,F,4245
3774,1973-12-06,M,4404
3775,1973-12-07,F,4189
3776,1973-12-07,M,4292
3777,1973-12-08,F,3720
3778,1973-12-08,M,3962
3779,1973-12-09,F,3749
3780,1973-12-09,M,3707
3781,1973-12-10,F,4305
3782,1973-12-10,M,4587
3783,1973-12-11,F,4359
3784,1973-12-11,M,4699
3785,1973-12-12,F,4310
3786,1973-12-12,M,4484
3787,1973-12-13,F,4248
3788,1973-12-13,M,4503
3789,1973-12-14,F,4552
3790,1973-12-14,M,4625
3791,1973-12-15,F,3809
3792,1973-12-15,M,4012
3793,1973-12-16,F,3754
3794,1973-12-16,M,3910
3795,1973-12-17,F,4610
3796,1973-12-17,M,4800
3797,1973-12-18,F,4536
3798,1973-12-18,M,5000
3799,1973-12-19,F,4658
3800,1973-12-19,M,4659
3801,1973-12-20,F,4428
3802,1973-12-20,M,4553
3803,1973-12-21,F,4316
3804,1973-12-21,M,4615
3805,1973-12-22,F,3758
3806,1973-12-22,M,3827
3807,1973-12-23,F,3393
3808,1973-12-23,M,3619
3809,1973-12-24,F,3595
3810,1973-12-24,M,3705
3811,1973-12-25,F,3493
3812,1973-12-25,M,3471
3813,1973-12-26,F,4023
3814,1973-12-26,M,4113
3815,1973-12-27,F,4648
3816,1973-12-27,M,4861
3817,1973-12-28,F,4768
3818,1973-12-28,M,5182
3819,1973-12-29,F,4166
3820,1973-12-29,M,4154
3821,1973-12-30,F,3546
3822,1973-12-30,M,3819
3823,1973-12-31,F,4399
3824,1973-12-31,M,4567
3827,1974-01-01,F,3311
3828,1974-01-01,M,3691
3829,1974-01-02,F,3798
3830,1974-01-02,M,4011
3831,1974-01-03,F,4013
3832,1974-01-03,M,4364
3833,1974-01-04,F,4283
3834,1974-01-04,M,4568
3835,1974-01-05,F,3809
3836,1974-01-05,M,4018
3837,1974-01-06,F,3478
3838,1974-01-06,M,3615
3839,1974-01-07,F,4195
3840,1974-01-07,M,4428
3841,1974-01-08,F,4484
3842,1974-01-08,M,4302
3843,1974-01-09,F,4068
3844,1974-01-09,M,4278
3845,1974-01-10,F,4343
3846,1974-01-10,M,4339
3847,1974-01-11,F,4410
3848,1974-01-11,M,4634
3849,1974-01-12,F,3750
3850,1974-01-12,M,4019
3851,1974-01-13,F,3592
3852,1974-01-13,M,3760
3853,1974-01-14,F,4266
3854,1974-01-14,M,4530
3855,1974-01-15,F,4223
3856,1974-01-15,M,4716
3857,1974-01-16,F,4146
3858,1974-01-16,M,4586
3859,1974-01-17,F,4276
3860,1974-01-17,M,4328
3861,1974-01-18,F,4489
3862,1974-01-18,M,4482
3863,1974-01-19,F,3828
3864,1974-01-19,M,3923
3865,1974-01-20,F,3592
3866,1974-01-20,M,3887
3867,1974-01-21,F,4424
3868,1974-01-21,M,4634
3869,1974-01-22,F,4254
3870,1974-01-22,M,4513
3871,1974-01-23,F,4184
3872,1974-01-23,M,4273
3873,1974-01-24,F,4193
3874,1974-01-24,M,4499
3875,1974-01-25,F,4323
3876,1974-01-25,M,4367
3877,1974-01-26,F,3800
3878,1974-01-26,M,3999
3879,1974-01-27,F,3657
3880,1974-01-27,M,3884
3881,1974-01-28,F,4063
3882,1974-01-28,M,4399
3883,1974-01-29,F,4349
3884,1974-01-29,M,4562
3885,1974-01-30,F,4072
3886,1974-01-30,M,4367
3887,1974-01-31,F,4214
3888,1974-01-31,M,4406
3891,1974-02-01,F,4295
3892,1974-02-01,M,4473
3893,1974-02-02,F,3830
3894,1974-02-02,M,4023
3895,1974-02-03,F,3559
3896,1974-02-03,M,3873
3897,1974-02-04,F,4321
3898,1974-02-04,M,4330
3899,1974-02-05,F,4337
3900,1974-02-05,M,4555
3901,1974-02-06,F,4342
3902,1974-02-06,M,4450
3903,1974-02-07,F,4237
3904,1974-02-07,M,4468
3905,1974-02-08,F,4332
3906,1974-02-08,M,4490
3907,1974-02-09,F,3691
3908,1974-02-09,M,4001
3909,1974-02-10,F,3450
3910,1974-02-10,M,3700
3911,1974-02-11,F,4345
3912,1974-02-11,M,4421
3913,1974-02-12,F,4382
3914,1974-02-12,M,4542
3915,1974-02-13,F,4302
3916,1974-02-13,M,4506
3917,1974-02-14,F,4215
3918,1974-02-14,M,4680
3919,1974-02-15,F,4421
3920,1974-02-15,M,4613
3921,1974-02-16,F,3906
3922,1974-02-16,M,4033
3923,1974-02-17,F,3637
3924,1974-02-17,M,3819
3925,1974-02-18,F,4147
3926,1974-02-18,M,4490
3927,1974-02-19,F,4318
3928,1974-02-19,M,4698
3929,1974-02-20,F,4417
3930,1974-02-20,M,4492
3931,1974-02-21,F,4262
3932,1974-02-21,M,4486
3933,1974-02-22,F,4426
3934,1974-02-22,M,4634
3935,1974-02-23,F,3986
3936,1974-02-23,M,4165
3937,1974-02-24,F,3730
3938,1974-02-24,M,3828
3939,1974-02-25,F,4083
3940,1974-02-25,M,4429
3941,1974-02-26,F,4365
3942,1974-02-26,M,4491
3943,1974-02-27,F,4354
3944,1974-02-27,M,4356
3945,1974-02-28,F,4161
3946,1974-02-28,M,4373
3953,1974-03-01,F,4327
3954,1974-03-01,M,4590
3955,1974-03-02,F,4014
3956,1974-03-02,M,4069
3957,1974-03-03,F,3752
3958,1974-03-03,M,3898
3959,1974-03-04,F,4372
3960,1974-03-04,M,4518
3961,1974-03-05,F,4381
3962,1974-03-05,M,4889
3963,1974-03-06,F,4248
3964,1974-03-06,M,4438
3965,1974-03-07,F,4241
3966,1974-03-07,M,4399
3967,1974-03-08,F,4344
3968,1974-03-08,M,4620
3969,1974-03-09,F,3795
3970,1974-03-09,M,4155
3971,1974-03-10,F,3636
3972,1974-03-10,M,3781
3973,1974-03-11,F,4219
3974,1974-03-11,M,4618
3975,1974-03-12,F,4357
3976,1974-03-12,M,4527
3977,1974-03-13,F,4107
3978,1974-03-13,M,4400
3979,1974-03-14,F,4172
3980,1974-03-14,M,4230
3981,1974-03-15,F,4297
3982,1974-03-15,M,4593
3983,1974-03-16,F,3843
3984,1974-03-16,M,3991
3985,1974-03-17,F,3518
3986,1974-03-17,M,3708
3987,1974-03-18,F,4120
3988,1974-03-18,M,4574
3989,1974-03-19,F,4335
3990,1974-03-19,M,4643
3991,1974-03-20,F,4034
3992,1974-03-20,M,4421
3993,1974-03-21,F,3920
3994,1974-03-21,M,4480
3995,1974-03-22,F,4194
3996,1974-03-22,M,4474
3997,1974-03-23,F,3820
3998,1974-03-23,M,3953
3999,1974-03-24,F,3484
4000,1974-03-24,M,3550
4001,1974-03-25,F,4172
4002,1974-03-25,M,4398
4003,1974-03-26,F,4283
4004,1974-03-26,M,4473
4005,1974-03-27,F,4061
4006,1974-03-27,M,4454
4007,1974-03-28,F,4139
4008,1974-03-28,M,4322
4009,1974-03-29,F,4245
4010,1974-03-29,M,4394
4011,1974-03-30,F,3624
4012,1974-03-30,M,3902
4013,1974-03-31,F,3538
4014,1974-03-31,M,3767
4017,1974-04-01,F,4233
4018,1974-04-01,M,4317
4019,1974-04-02,F,4489
4020,1974-04-02,M,4659
4021,1974-04-03,F,4210
4022,1974-04-03,M,4361
4023,1974-04-04,F,4194
4024,1974-04-04,M,4323
4025,1974-04-05,F,4215
4026,1974-04-05,M,4441
4027,1974-04-06,F,3537
4028,1974-04-06,M,3918
4029,1974-04-07,F,3393
4030,1974-04-07,M,3658
4031,1974-04-08,F,4260
4032,1974-04-08,M,4176
4033,1974-04-09,F,4310
4034,1974-04-09,M,4607
4035,1974-04-10,F,3879
4036,1974-04-10,M,4567
4037,1974-04-11,F,4104
4038,1974-04-11,M,4155
4039,1974-04-12,F,3945
4040,1974-04-12,M,4441
4041,1974-04-13,F,3764
4042,1974-04-13,M,3845
4043,1974-04-14,F,3487
4044,1974-04-14,M,3545
4045,1974-04-15,F,4060
4046,1974-04-15,M,4282
4047,1974-04-16,F,4228
4048,1974-04-16,M,4387
4049,1974-04-17,F,4262
4050,1974-04-17,M,4340
4051,1974-04-18,F,4147
4052,1974-04-18,M,4186
4053,1974-04-19,F,4141
4054,1974-04-19,M,4446
4055,1974-04-20,F,3519
4056,1974-04-20,M,3961
4057,1974-04-21,F,3508
4058,1974-04-21,M,3700
4059,1974-04-22,F,4168
4060,1974-04-22,M,4329
4061,1974-04-23,F,4376
4062,1974-04-23,M,4659
4063,1974-04-24,F,4258
4064,1974-04-24,M,4407
4065,1974-04-25,F,4210
4066,1974-04-25,M,4346
4067,1974-04-26,F,4204
4068,1974-04-26,M,4558
4069,1974-04-27,F,3628
4070,1974-04-27,M,3862
4071,1974-04-28,F,3430
4072,1974-04-28,M,3625
4073,1974-04-29,F,3969
4074,1974-04-29,M,4363
4075,1974-04-30,F,4199
4076,1974-04-30,M,4478
4081,1974-05-01,F,4037
4082,1974-05-01,M,4537
4083,1974-05-02,F,4012
4084,1974-05-02,M,4226
4085,1974-05-03,F,4068
4086,1974-05-03,M,4592
4087,1974-05-04,F,3562
4088,1974-05-04,M,3822
4089,1974-05-05,F,3367
4090,1974-05-05,M,3561
4091,1974-05-06,F,4059
4092,1974-05-06,M,4258
4093,1974-05-07,F,4309
4094,1974-05-07,M,4577
4095,1974-05-08,F,4052
4096,1974-05-08,M,4432
4097,1974-05-09,F,4084
4098,1974-05-09,M,4441
4099,1974-05-10,F,4164
4100,1974-05-10,M,4431
4101,1974-05-11,F,3790
4102,1974-05-11,M,3920
4103,1974-05-12,F,3433
4104,1974-05-12,M,3653
4105,1974-05-13,F,4264
4106,1974-05-13,M,4375
4107,1974-05-14,F,4270
4108,1974-05-14,M,4616
4109,1974-05-15,F,4364
4110,1974-05-15,M,4656
4111,1974-05-16,F,4307
4112,1974-05-16,M,4323
4113,1974-05-17,F,4345
4114,1974-05-17,M,4528
4115,1974-05-18,F,3752
4116,1974-05-18,M,3915
4117,1974-05-19,F,3373
4118,1974-05-19,M,3523
4119,1974-05-20,F,4183
4120,1974-05-20,M,4610
4121,1974-05-21,F,4322
4122,1974-05-21,M,4739
4123,1974-05-22,F,4304
4124,1974-05-22,M,4472
4125,1974-05-23,F,4134
4126,1974-05-23,M,4443
4127,1974-05-24,F,4369
4128,1974-05-24,M,4555
4129,1974-05-25,F,3719
4130,1974-05-25,M,3874
4131,1974-05-26,F,3477
4132,1974-05-26,M,3455
4133,1974-05-27,F,3608
4134,1974-05-27,M,3852
4135,1974-05-28,F,4193
4136,1974-05-28,M,4377
4137,1974-05-29,F,4445
4138,1974-05-29,M,4618
4139,1974-05-30,F,4273
4140,1974-05-30,M,4685
4141,1974-05-31,F,4460
4142,1974-05-31,M,4590
4145,1974-06-01,F,3535
4146,1974-06-01,M,3913
4147,1974-06-02,F,3424
4148,1974-06-02,M,3622
4149,1974-06-03,F,3944
4150,1974-06-03,M,4370
4151,1974-06-04,F,4340
4152,1974-06-04,M,4570
4153,1974-06-05,F,4247
4154,1974-06-05,M,4490
4155,1974-06-06,F,4228
4156,1974-06-06,M,4371
4157,1974-06-07,F,4469
4158,1974-06-07,M,4641
4159,1974-06-08,F,3692
4160,1974-06-08,M,3779
4161,1974-06-09,F,3435
4162,1974-06-09,M,3746
4163,1974-06-10,F,4368
4164,1974-06-10,M,4571
4165,1974-06-11,F,4332
4166,1974-06-11,M,4422
4167,1974-06-12,F,4116
4168,1974-06-12,M,4487
4169,1974-06-13,F,3993
4170,1974-06-13,M,4463
4171,1974-06-14,F,4317
4172,1974-06-14,M,4581
4173,1974-06-15,F,3708
4174,1974-06-15,M,3958
4175,1974-06-16,F,3455
4176,1974-06-16,M,3756
4177,1974-06-17,F,4228
4178,1974-06-17,M,4448
4179,1974-06-18,F,4299
4180,1974-06-18,M,4717
4181,1974-06-19,F,4299
4182,1974-06-19,M,4565
4183,1974-06-20,F,4251
4184,1974-06-20,M,4582
4185,1974-06-21,F,4501
4186,1974-06-21,M,4863
4187,1974-06-22,F,3764
4188,1974-06-22,M,4239
4189,1974-06-23,F,3446
4190,1974-06-23,M,3716
4191,1974-06-24,F,4098
4192,1974-06-24,M,4405
4193,1974-06-25,F,4354
4194,1974-06-25,M,4684
4195,1974-06-26,F,4331
4196,1974-06-26,M,4668
4197,1974-06-27,F,4257
4198,1974-06-27,M,4625
4199,1974-06-28,F,4395
4200,1974-06-28,M,4694
4201,1974-06-29,F,3923
4202,1974-06-29,M,4088
4203,1974-06-30,F,3632
4204,1974-06-30,M,3899
4209,1974-07-01,F,4524
4210,1974-07-01,M,4692
4211,1974-07-02,F,4866
4212,1974-07-02,M,5057
4213,1974-07-03,F,4607
4214,1974-07-03,M,5086
4215,1974-07-04,F,3859
4216,1974-07-04,M,4065
4217,1974-07-05,F,4383
4218,1974-07-05,M,4668
4219,1974-07-06,F,4012
4220,1974-07-06,M,4273
4221,1974-07-07,F,3634
4222,1974-07-07,M,3992
4223,1974-07-08,F,4515
4224,1974-07-08,M,4957
4225,1974-07-09,F,4830
4226,1974-07-09,M,5030
4227,1974-07-10,F,4665
4228,1974-07-10,M,4758
4229,1974-07-11,F,4472
4230,1974-07-11,M,4746
4231,1974-07-12,F,4453
4232,1974-07-12,M,4830
4233,1974-07-13,F,4009
4234,1974-07-13,M,4219
4235,1974-07-14,F,3712
4236,1974-07-14,M,3893
4237,1974-07-15,F,4511
4238,1974-07-15,M,4756
4239,1974-07-16,F,4737
4240,1974-07-16,M,4960
4241,1974-07-17,F,4686
4242,1974-07-17,M,4733
4243,1974-07-18,F,4416
4244,1974-07-18,M,4706
4245,1974-07-19,F,4698
4246,1974-07-19,M,4825
4247,1974-07-20,F,4113
4248,1974-07-20,M,4358
4249,1974-07-21,F,3693
4250,1974-07-21,M,3740
4251,1974-07-22,F,4543
4252,1974-07-22,M,4771
4253,1974-07-23,F,4909
4254,1974-07-23,M,5201
4255,1974-07-24,F,4533
4256,1974-07-24,M,4794
4257,1974-07-25,F,4425
4258,1974-07-25,M,4838
4259,1974-07-26,F,4763
4260,1974-07-26,M,4811
4261,1974-07-27,F,4139
4262,1974-07-27,M,4353
4263,1974-07-28,F,3879
4264,1974-07-28,M,3993
4265,1974-07-29,F,4645
4266,1974-07-29,M,4809
4267,1974-07-30,F,4768
4268,1974-07-30,M,5053
4269,1974-07-31,F,4717
4270,1974-07-31,M,4874
4273,1974-08-01,F,4787
4274,1974-08-01,M,4920
4275,1974-08-02,F,4764
4276,1974-08-02,M,4872
4277,1974-08-03,F,4159
4278,1974-08-03,M,4311
4279,1974-08-04,F,3906
4280,1974-08-04,M,3907
4281,1974-08-05,F,4477
4282,1974-08-05,M,4647
4283,1974-08-06,F,4774
4284,1974-08-06,M,5193
4285,1974-08-07,F,4713
4286,1974-08-07,M,4903
4287,1974-08-08,F,4578
4288,1974-08-08,M,4972
4289,1974-08-09,F,4732
4290,1974-08-09,M,4964
4291,1974-08-10,F,4053
4292,1974-08-10,M,4378
4293,1974-08-11,F,3798
4294,1974-08-11,M,3926
4295,1974-08-12,F,4718
4296,1974-08-12,M,4925
4297,1974-08-13,F,5001
4298,1974-08-13,M,5212
4299,1974-08-14,F,4781
4300,1974-08-14,M,4805
4301,1974-08-15,F,4769
4302,1974-08-15,M,5056
4303,1974-08-16,F,4656
4304,1974-08-16,M,5179
4305,1974-08-17,F,4163
4306,1974-08-17,M,4393
4307,1974-08-18,F,3965
4308,1974-08-18,M,4108
4309,1974-08-19,F,4630
4310,1974-08-19,M,4952
4311,1974-08-20,F,4926
4312,1974-08-20,M,5227
4313,1974-08-21,F,4654
4314,1974-08-21,M,5057
4315,1974-08-22,F,4604
4316,1974-08-22,M,4731
4317,1974-08-23,F,4844
4318,1974-08-23,M,4951
4319,1974-08-24,F,4139
4320,1974-08-24,M,4347
4321,1974-08-25,F,3793
4322,1974-08-25,M,4061
4323,1974-08-26,F,4607
4324,1974-08-26,M,4949
4325,1974-08-27,F,4856
4326,1974-08-27,M,5219
4327,1974-08-28,F,4689
4328,1974-08-28,M,4910
4329,1974-08-29,F,4597
4330,1974-08-29,M,4947
4331,1974-08-30,F,4726
4332,1974-08-30,M,5054
4333,1974-08-31,F,4190
4334,1974-08-31,M,4347
4337,1974-09-01,F,3912
4338,1974-09-01,M,3997
4339,1974-09-02,F,3865
4340,1974-09-02,M,4104
4341,1974-09-03,F,4805
4342,1974-09-03,M,4666
4343,1974-09-04,F,4955
4344,1974-09-04,M,5025
4345,1974-09-05,F,4700
4346,1974-09-05,M,4881
4347,1974-09-06,F,4654
4348,1974-09-06,M,5073
4349,1974-09-07,F,4140
4350,1974-09-07,M,4410
4351,1974-09-08,F,3865
4352,1974-09-08,M,4024
4353,1974-09-09,F,4710
4354,1974-09-09,M,5086
4355,1974-09-10,F,4897
4356,1974-09-10,M,5177
4357,1974-09-11,F,4720
4358,1974-09-11,M,5077
4359,1974-09-12,F,4829
4360,1974-09-12,M,5003
4361,1974-09-13,F,4794
4362,1974-09-13,M,5074
4363,1974-09-14,F,4268
4364,1974-09-14,M,4601
4365,1974-09-15,F,4085
4366,1974-09-15,M,4181
4367,1974-09-16,F,4818
4368,1974-09-16,M,5232
4369,1974-09-17,F,5040
4370,1974-09-17,M,5235
4371,1974-09-18,F,4906
4372,1974-09-18,M,5127
4373,1974-09-19,F,4906
4374,1974-09-19,M,5076
4375,1974-09-20,F,4981
4376,1974-09-20,M,5343
4377,1974-09-21,F,4339
4378,1974-09-21,M,4665
4379,1974-09-22,F,4236
4380,1974-09-22,M,4386
4381,1974-09-23,F,4912
4382,1974-09-23,M,5225
4383,1974-09-24,F,5156
4384,1974-09-24,M,5219
4385,1974-09-25,F,4839
4386,1974-09-25,M,5204
4387,1974-09-26,F,4907
4388,1974-09-26,M,5222
4389,1974-09-27,F,5093
4390,1974-09-27,M,5195
4391,1974-09-28,F,4512
4392,1974-09-28,M,4731
4393,1974-09-29,F,4229
4394,1974-09-29,M,4356
4395,1974-09-30,F,4754
4396,1974-09-30,M,5221
4401,1974-10-01,F,4844
4402,1974-10-01,M,5420
4403,1974-10-02,F,4803
4404,1974-10-02,M,5092
4405,1974-10-03,F,4726
4406,1974-10-03,M,5041
4407,1974-10-04,F,4809
4408,1974-10-04,M,5033
4409,1974-10-05,F,4206
4410,1974-10-05,M,4487
4411,1974-10-06,F,3914
4412,1974-10-06,M,4178
4413,1974-10-07,F,4807
4414,1974-10-07,M,4949
4415,1974-10-08,F,4770
4416,1974-10-08,M,5038
4417,1974-10-09,F,4672
4418,1974-10-09,M,4833
4419,1974-10-10,F,4697
4420,1974-10-10,M,4998
4421,1974-10-11,F,4660
4422,1974-10-11,M,5057
4423,1974-10-12,F,4102
4424,1974-10-12,M,4233
4425,1974-10-13,F,3747
4426,1974-10-13,M,4020
4427,1974-10-14,F,4512
4428,1974-10-14,M,4693
4429,1974-10-15,F,4620
4430,1974-10-15,M,4952
4431,1974-10-16,F,4426
4432,1974-10-16,M,4785
4433,1974-10-17,F,4507
4434,1974-10-17,M,4804
4435,1974-10-18,F,4606
4436,1974-10-18,M,4847
4437,1974-10-19,F,3956
4438,1974-10-19,M,4230
4439,1974-10-20,F,3684
4440,1974-10-20,M,3788
4441,1974-10-21,F,4386
4442,1974-10-21,M,4627
4443,1974-10-22,F,4559
4444,1974-10-22,M,4768
4445,1974-10-23,F,4368
4446,1974-10-23,M,4597
4447,1974-10-24,F,4285
4448,1974-10-24,M,4507
4449,1974-10-25,F,4425
4450,1974-10-25,M,4774
4451,1974-10-26,F,4008
4452,1974-10-26,M,4266
4453,1974-10-27,F,3855
4454,1974-10-27,M,4025
4455,1974-10-28,F,4225
4456,1974-10-28,M,4649
4457,1974-10-29,F,4444
4458,1974-10-29,M,4911
4459,1974-10-30,F,4496
4460,1974-10-30,M,4631
4461,1974-10-31,F,4326
4462,1974-10-31,M,4587
4465,1974-11-01,F,4415
4466,1974-11-01,M,4783
4467,1974-11-02,F,4037
4468,1974-11-02,M,4018
4469,1974-11-03,F,3641
4470,1974-11-03,M,3926
4471,1974-11-04,F,4349
4472,1974-11-04,M,4625
4473,1974-11-05,F,4633
4474,1974-11-05,M,4867
4475,1974-11-06,F,4347
4476,1974-11-06,M,4704
4477,1974-11-07,F,4348
4478,1974-11-07,M,4471
4479,1974-11-08,F,4373
4480,1974-11-08,M,4602
4481,1974-11-09,F,3795
4482,1974-11-09,M,4011
4483,1974-11-10,F,3702
4484,1974-11-10,M,3817
4485,1974-11-11,F,4515
4486,1974-11-11,M,4708
4487,1974-11-12,F,4488
4488,1974-11-12,M,4786
4489,1974-11-13,F,4500
4490,1974-11-13,M,4413
4491,1974-11-14,F,4545
4492,1974-11-14,M,4516
4493,1974-11-15,F,4506
4494,1974-11-15,M,4735
4495,1974-11-16,F,3803
4496,1974-11-16,M,4001
4497,1974-11-17,F,3618
4498,1974-11-17,M,3853
4499,1974-11-18,F,4436
4500,1974-11-18,M,4781
4501,1974-11-19,F,4489
4502,1974-11-19,M,4938
4503,1974-11-20,F,4528
4504,1974-11-20,M,4706
4505,1974-11-21,F,4478
4506,1974-11-21,M,4557
4507,1974-11-22,F,4420
4508,1974-11-22,M,4656
4509,1974-11-23,F,4022
4510,1974-11-23,M,4081
4511,1974-11-24,F,3640
4512,1974-11-24,M,3905
4513,1974-11-25,F,4261
4514,1974-11-25,M,4577
4515,1974-11-26,F,4557
4516,1974-11-26,M,4931
4517,1974-11-27,F,4360
4518,1974-11-27,M,4687
4519,1974-11-28,F,3546
4520,1974-11-28,M,3748
4521,1974-11-29,F,4101
4522,1974-11-29,M,4323
4523,1974-11-30,F,3751
4524,1974-11-30,M,3976
4529,1974-12-01,F,3693
4530,1974-12-01,M,3876
4531,1974-12-02,F,4470
4532,1974-12-02,M,4789
4533,1974-12-03,F,4641
4534,1974-12-03,M,4898
4535,1974-12-04,F,4457
4536,1974-12-04,M,4615
4537,1974-12-05,F,4236
4538,1974-12-05,M,4699
4539,1974-12-06,F,4473
4540,1974-12-06,M,4570
4541,1974-12-07,F,3941
4542,1974-12-07,M,4028
4543,1974-12-08,F,3805
4544,1974-12-08,M,3863
4545,1974-12-09,F,4323
4546,1974-12-09,M,4647
4547,1974-12-10,F,4512
4548,1974-12-10,M,4700
4549,1974-12-11,F,4451
4550,1974-12-11,M,4592
4551,1974-12-12,F,4297
4552,1974-12-12,M,4748
4553,1974-12-13,F,4333
4554,1974-12-13,M,4418
4555,1974-12-14,F,3866
4556,1974-12-14,M,3979
4557,1974-12-15,F,3643
4558,1974-12-15,M,3862
4559,1974-12-16,F,4519
4560,1974-12-16,M,4669
4561,1974-12-17,F,4733
4562,1974-12-17,M,4907
4563,1974-12-18,F,4664
4564,1974-12-18,M,4739
4565,1974-12-19,F,4495
4566,1974-12-19,M,4849
4567,1974-12-20,F,4632
4568,1974-12-20,M,4821
4569,1974-12-21,F,3884
4570,1974-12-21,M,3956
4571,1974-12-22,F,3558
4572,1974-12-22,M,3519
4573,1974-12-23,F,3978
4574,1974-12-23,M,4108
4575,1974-12-24,F,3604
4576,1974-12-24,M,3934
4577,1974-12-25,F,3381
4578,1974-12-25,M,3439
4579,1974-12-26,F,4078
4580,1974-12-26,M,4385
4581,1974-12-27,F,4755
4582,1974-12-27,M,4848
4583,1974-12-28,F,4003
4584,1974-12-28,M,4221
4585,1974-12-29,F,3668
4586,1974-12-29,M,3715
4587,1974-12-30,F,4580
4588,1974-12-30,M,5061
4589,1974-12-31,F,4817
4590,1974-12-31,M,4820
4593,1975-01-01,F,3469
4594,1975-01-01,M,3559
4595,1975-01-02,F,3928
4596,1975-01-02,M,3945
4597,1975-01-03,F,4107
4598,1975-01-03,M,4318
4599,1975-01-04,F,3722
4600,1975-01-04,M,3948
4601,1975-01-05,F,3529
4602,1975-01-05,M,3721
4603,1975-01-06,F,4040
4604,1975-01-06,M,4386
4605,1975-01-07,F,4166
4606,1975-01-07,M,4626
4607,1975-01-08,F,4060
4608,1975-01-08,M,4356
4609,1975-01-09,F,4122
4610,1975-01-09,M,4339
4611,1975-01-10,F,4271
4612,1975-01-10,M,4581
4613,1975-01-11,F,3782
